timestamp,title,price,link,website
30/11/2021 01:07:09,"Dell XPS 9560 15 15.6"" (16GB, Intel Core...",$499.99,https://www.ebay.com/itm/Dell-XPS-9560-15-15-6-16GB-Intel-Core-i7-7th-Gen-2-80GHz-4GB-Laptop-/194555971304,ebay
30/11/2021 01:07:09,"Dell Chromebook 11 3120 (11.6"", Intel Ce...",$59.95,https://www.ebay.com/itm/Dell-Chromebook-11-3120-11-6-Intel-Celeron-N2840-2-16GHz-4GB-16GB-SSD-/353772908632,ebay
30/11/2021 01:07:09,"Dell Chromebook 11 3120 11.6"" Intel Cele...",$37.99,https://www.ebay.com/itm/Dell-Chromebook-11-3120-11-6-Intel-Celeron-N2840-2-16GHz-4GB-16GB-SSD-XDGJH-/124768163976,ebay
30/11/2021 01:07:09,"Dell Inspiron 15 5510 Laptop 15.6""FHD In...",$649.99,https://www.ebay.com/itm/Dell-Inspiron-15-5510-Laptop-15-6-FHD-Intel-i5-11320H-Iris-Xe-256GB-SSD-8GB-RAM-/224667577017,ebay
30/11/2021 01:07:09,"Dell Inspiron 15 3510 Laptop 15.6""HD Int...",$309.99,https://www.ebay.com/itm/Dell-Inspiron-15-3510-Laptop-15-6-HD-Intel-Celeron-N4020-128GB-SSD-4GB-RAM-/224667558389,ebay
30/11/2021 01:07:09,Dell Latitude E7250 Laptop i7-5600U 2.6G...,$169.99,https://www.ebay.com/itm/Dell-Latitude-E7250-Laptop-i7-5600U-2-6GHz-8GB-128GB-SSD-No-OS-12-5-/275045932430,ebay
30/11/2021 01:07:09,"Dell - Inspiron 7000 2-in-1 - 13.3"" FHD ...",$649.99,https://www.ebay.com/itm/Dell-Inspiron-7000-2-in-1-13-3-FHD-Touchscreen-Laptop-Intel-Evo-Platfo-/324685865408,ebay
30/11/2021 01:07:08,"Dell Latitude 7000 7320 13.3"" Notebook -...",$1864.99,https://www.target.com/p/dell-latitude-7000-7320-13-3-notebook-full-hd-1920-x-1080-intel-core-i5-11th-gen-i5-1145g7-quad-core-4-core-2-60-ghz-16-gb-ram/-/A-83876176,target
30/11/2021 01:07:08,"Dell Precision 7510 Mobile Workstation, ...",$666.99,https://www.target.com/p/dell-precision-7510-mobile-workstation-core-i7-6820hq-2-7ghz-16gb-512gb-ssd-15-6in-fhd-window-10-pro-64bit-manufacturer-refurbished/-/A-83685118,target
30/11/2021 01:07:08,"DELL 3380 Laptop, Core i5-7200U 2.5GHz, ...",$405.99,https://www.target.com/p/dell-3380-laptop-core-i5-7200u-2-5ghz-16gb-256gb-ssd-13-3in-hd-windows-10-pro-64bit-webcam-manufacturer-refurbished/-/A-82599417,target
30/11/2021 01:07:08,"Dell Latitude 3000 3320 13.3"" Notebook -...",$1135.99,https://www.target.com/p/dell-latitude-3000-3320-13-3-notebook-full-hd-1920-x-1080-intel-core-i7-11th-gen-i7-1165g7-quad-core-4-core-2-80-ghz-8-gb-ram/-/A-83823123,target
30/11/2021 01:07:08,"Dell 7480 Laptop, Core i5-6300U 2.4GHz, ...",$379.99,https://www.target.com/p/dell-7480-laptop-core-i5-6300u-2-4ghz-16gb-512gb-m-2-sata-14in-fhd-windows-10-pro-64bit-webcam-manufacturer-refurbished/-/A-82599395,target
30/11/2021 01:07:08,"Dell Latitude 3000 3520 15.6"" Notebook -...",$988.99,https://www.target.com/p/dell-latitude-3000-3520-15-6-notebook-full-hd-1920-x-1080-intel-core-i5-11th-gen-i5-1135g7-quad-core-4-core-2-40-ghz-8-gb-ram/-/A-83837746,target
30/11/2021 01:07:08,"Dell 7290 Laptop, Core i7-8650U 1.9GHz, ...",$558.99,https://www.target.com/p/dell-7290-laptop-core-i7-8650u-1-9ghz-16gb-512gb-ssd-12-5in-hd-windows-10-pro-64bit-webcam-manufacturer-refurbished/-/A-82599415,target
30/11/2021 01:07:08,"Dell Latitude E5470 Laptop, Core i7-6820...",$547.99,https://www.target.com/p/dell-latitude-e5470-laptop-core-i7-6820hq-2-7ghz-16gb-512gb-ssd-14in-fhd-window-10-pro-64bit-webcam-manufacturer-refurbished/-/A-83685105,target
30/11/2021 01:07:08,"Dell Latitude 7480 Laptop, Core i5-7300U...",$379.99,https://www.target.com/p/dell-latitude-7480-laptop-core-i5-7300u-2-6ghz-16gb-256gb-ssd-14in-hd-window-10-pro-64bit-webcam-manufacturer-refurbished/-/A-83685108,target
30/11/2021 01:07:08,"Dell Latitude 7480 Laptop, Core i7-7600U...",$645.99,https://www.target.com/p/dell-latitude-7480-laptop-core-i7-7600u-2-8ghz-16gb-512gb-ssd-14in-fhd-window-10-pro-64bit-webcam-manufacturer-refurbished/-/A-83685117,target
30/11/2021 01:07:09,"Refurbished Dell Black 14"" E6420 Laptop ...",$235.00,www.walmart.com/ip/Refurbished-Dell-Black-14-E6420-Laptop-PC-with-Intel-Core-i5-Processor-4GB-Memory-320GB-Hard-Drive-and-Windows-10-Pro/39508050,walmart
30/11/2021 01:07:09,Dell Desktop Computer Tower Windows 10 I...,$109.88,www.walmart.com/ip/Dell-Desktop-Computer-Tower-Windows-10-Intel-Core-2-Duo-Processor-8GB-RAM-250GB-Hard-Drive-DVD-Wifi-Webcam-with-a-17-LCD-Refurbished-PC/170131371,walmart
30/11/2021 01:07:09,"Dell Inspiron 15.6"" FHD Touchscreen Lapt...",$553.98,www.walmart.com/ip/Dell-Inspiron-15-6-FHD-Touchscreen-Laptop-Computer-AMD-Ryzen-5-8GB-DDR4-RAM-256GB-SSD-HDMI-USB-3-1-Windows-10-Home/288226570,walmart
30/11/2021 01:07:09,Dell Optiplex Windows 10 Pro Desktop Com...,$183.00,www.walmart.com/ip/Dell-Optiplex-Windows-10-Pro-Desktop-Computer-Intel-Core-i5-3-1GHz-Processor-8GB-RAM-500GB-HD-Wifi-19-LCD-Monitor-Keyboard-Mouse-Refurbished-PC-1-Yea/137547486,walmart
30/11/2021 01:07:09,"Refurbished Dell 14"" Latitude E6420 Lapt...",$228.00,www.walmart.com/ip/Refurbished-Dell-14-Latitude-E6420-Laptop-PC-with-Core-i5-2520M-Processor-8GB-Memory-750GB-Hard-Drive-and-Windows-10-Pro/44185706,walmart
30/11/2021 01:07:09,Dell Inspiron 15 3000 Touchscreen Laptop...,$892.00,www.walmart.com/ip/Dell-Inspiron-15-3000-Touchscreen-Laptop-10th-Gen-Intel-Core-i7-1065G7-1080p-12gb-Memory-1tb-Hard-Drive-Bluetooth-webcam-Windows-10-i3593-7098BLK-PUS/415493622,walmart
30/11/2021 01:07:09,"Dell Chromebook - 11.6"" - Celeron N2840 ...",$79.95,www.walmart.com/ip/Dell-Chromebook-11-6-Celeron-N2840-4-GB-RAM-16-GB-SSD-English-Refurbished/44363066?athbdg=L1600,walmart
30/11/2021 01:07:09,Dell OptiPlex 9020 Desktop Tower Compute...,$340.00,www.walmart.com/ip/Dell-OptiPlex-9020-Desktop-Tower-Computer-Intel-Core-i7-16GB-RAM-2TB-HD-DVD-ROM-Windows-10-Home-Black-Refurbished/480935952,walmart
30/11/2021 01:07:09,Dell Chromebook CB1C13 Laptop Computer C...,$74.98,www.walmart.com/ip/Dell-Chromebook-CB1C13-Laptop-Computer-Chromebook-1-40-GHz-Intel-Celeron-2GB-DDR3-RAM-16GB-SSD-Hard-Drive-Chrome-11-Screen-Refurbished/489222194?athbdg=L1600,walmart
30/11/2021 01:07:09,Dell Inspiron 14 7405 2-in-1 - Flip desi...,$609.99,www.walmart.com/ip/Dell-Inspiron-14-7405-2-in-1-Flip-design-Ryzen-5-4500U-2-3-GHz-Win-10-Home-64-bit-8-GB-RAM-256-SSD-NVMe-14-IPS-touchscreen-1920-x-1080-Full-HD/888789400,walmart
